,popularity,acousticness,danceability,energy,liveness,loudness,tempo,name,clusters
7286,0,0.596,0.597,0.736,0.0994,-8.521,105.026,Higher,93
7287,57,0.0722,0.649,0.885,0.101,-2.012,134.932,Colors - Audien Remix,76
7288,1,0.87,0.141,0.0663,0.113,-22.336,171.625,Concertino for Contrabassoon and String Quintet,6
7289,42,0.000111,0.48,0.979,0.0618,-2.729,150.011,The Best Ones Lie,57
7290,47,0.0581,0.552,0.647,0.0949,-9.247,157.945,Lost & Found,17
7291,37,0.0043,0.194,0.868,0.309,-6.03,175.025,Sacrificed Sons,74
7292,31,0.0428,0.453,0.587,0.119,-8.035,129.924,Light In Your Eyes,83
7293,41,0.00047,0.469,0.876,0.164,-3.785,122.348,Famous Last Words,57
7294,0,0.00044,0.362,0.738,0.48,-4.313,140.052,Sierra Leone (feat. Freshly Ground),63
7295,44,0.00136,0.337,0.849,0.0904,-4.604,106.395,Man in the Box,28
7296,38,0.000124,0.472,0.624,0.129,-6.626,93.297,Shadow People (feat. Emmanuelle Seigner),3
7297,0,0.566,0.74,0.558,0.112,-8.115,140.057,Psycho (feat. Ty Dolla $ign),19
7298,0,0.257,0.571,0.616,0.0887,-7.73,115.909,Vår Uendelige Sang,66
7299,55,0.000694,0.67,0.954,0.133,-2.632,105.998,Kill the DJ,65
7300,0,0.0321,0.74,0.707,0.0613,-11.612,123.494,Missing,4
7301,0,0.963,0.394,0.0655,0.107,-20.418,137.065,Berlin,61
7302,0,0.036,0.63,0.802,0.116,-6.479,116.018,Over vannet,83
7303,0,0.896,0.555,0.654,0.102,-8.725,102.412,I Just Want To Make Love To You - Single Version,23
7304,0,0.844,0.713,0.451,0.105,-9.64,102.972,You're Somebody Else,19
7305,40,0.107,0.79,0.661,0.14,-5.355,144.966,60 Seconds,18
7306,0,0.0612,0.579,0.917,0.251,-4.88,134.04,Things We Lost In The Fire,2
7307,0,0.191,0.739,0.553,0.0488,-12.541,93.963,Marisi,10
7308,0,0.00244,0.246,0.754,0.119,-5.674,174.118,So I Thought,14
7309,0,0.908,0.523,0.296,0.0922,-12.486,122.571,20 Years,59
7310,42,0.00198,0.528,0.81,0.846,-2.174,124.995,The City,86
7311,36,0.0887,0.913,0.682,0.14,-4.361,105.025,Let's Get Retarded,16
7312,49,0.964,0.106,0.181,0.407,-17.969,61.02,Fawkes the Phoenix,34
7313,45,0.187,0.62,0.506,0.102,-7.327,126.015,The Moment I Knew,18
7314,31,0.0033,0.694,0.841,0.0342,-6.148,137.911,Crisis,18
7315,0,0.0442,0.718,0.726,0.0588,-7.201,89.986,Come My Way,27
7316,54,0.206,0.794,0.621,0.103,-4.935,106.053,Don't Change,16
7317,55,0.0916,0.679,0.849,0.121,-3.841,100.095,Somebody,65
7318,0,0.369,0.706,0.599,0.119,-9.766,122.175,You And I,4
7319,34,0.603,0.558,0.647,0.0739,-5.851,124.01,Glory,85
7320,0,0.000916,0.566,0.869,0.114,-6.084,178.113,This Is The New Shit,14
7321,58,0.72,0.369,0.572,0.132,-6.035,93.801,Wish That You Were Here - From “Miss Peregrine’s Home for Peculiar Children” Original Motion Picture,60
7322,58,0.0904,0.491,0.944,0.0963,-2.879,150.105,Everybody's Watching Me (Uh Oh),57
7323,15,0.0047,0.551,0.811,0.0854,-4.592,140.041,I Go On,83
7324,69,0.000286,0.637,0.963,0.0449,-5.116,150.1,Teddy Picker,76
7325,67,0.0607,0.699,0.502,0.317,-12.526,105.266,Cocaine,20
7326,0,0.946,0.144,0.132,0.115,-19.115,102.283,"Theme From Jurassic Park - From ""Jurassic Park"" Soundtrack",52
7327,0,0.261,0.422,0.48,0.0836,-4.744,76.108,Angel of the Morning,32
7328,80,0.659,0.532,0.495,0.0754,-6.662,124.936,Vienna,85
7329,48,0.32,0.194,0.19,0.0737,-24.078,103.604,Jake's first flight,91
7330,55,0.322,0.126,0.444,0.0823,-13.561,67.437,Drink Up Me Hearties Yo Ho,29
7331,18,0.0697,0.446,0.46,0.113,-9.994,169.248,Warwick Avenue - Originally recorded by Duffy,8
7332,34,0.00105,0.7,0.779,0.301,-5.404,119.989,By The River,0
7333,0,0.169,0.682,0.592,0.136,-7.033,186.041,Starboy,84
7334,70,0.942,0.252,0.314,0.0892,-18.197,75.056,Visions of Gideon,34
7335,74,0.157,0.578,0.756,0.249,-5.82,176.739,Waiting On the World to Change,5
7336,29,0.0572,0.72,0.826,0.0921,-6.318,126.221,Best You Ever,18
7337,0,0.0649,0.307,0.575,0.615,-8.652,142.731,Drunk Kid Catholic,63
7338,0,0.00715,0.76,0.579,0.0304,-5.079,99.979,Kangaroo Court,27
7339,0,0.884,0.302,0.145,0.107,-34.027,78.765,Sheltering in the Forest from the Wind for Well Being,26
7340,63,2.93e-05,0.252,0.886,0.256,-4.678,161.939,Moving to New York,47
7341,41,0.576,0.434,0.659,0.212,-8.36,132.513,There She Goes,48
7342,32,3.92e-06,0.503,0.715,0.141,-6.463,103.98,What I See,28
7343,75,0.00181,0.671,0.88,0.285,-6.149,136.953,Better Off Alone,0
7344,58,0.01,0.418,0.773,0.269,-6.187,89.961,Hurts Like Heaven,92
7345,73,0.00635,0.626,0.913,0.293,-4.452,113.044,Drink In My Hand,0
7346,0,0.0548,0.607,0.522,0.0909,-10.028,109.961,Champagne & Sunshine,10
7347,73,0.0162,0.719,0.798,0.134,-4.582,120.011,Teenage Dream,70
7348,0,0.53,0.718,0.486,0.102,-8.342,83.077,Brown Sugar,93
7349,37,0.921,0.287,0.091,0.0851,-13.442,114.681,The Brothel,99
7350,0,0.0489,0.856,0.679,0.0895,-6.411,85.535,My Name Is,4
7351,0,0.649,0.771,0.645,0.109,-7.818,76.752,Credit With the Blues,93
7352,0,0.000939,0.498,0.663,0.21,-6.882,112.984,Enjoy The Silence,13
7353,0,0.0379,0.545,0.523,0.141,-11.66,120.037,Breathe Me,12
7354,1,0.0163,0.747,0.492,0.224,-9.616,119.531,Gimme! Gimme! Gimme! (A Man After Midnight),4
7355,50,0.787,0.496,0.388,0.167,-14.177,81.772,Linus And Lucy,97
7356,61,0.00555,0.569,0.901,0.16,-5.197,133.194,Big Gun,43
7357,50,0.828,0.714,0.449,0.096,-10.816,96.041,Growing Old on Bleecker Street,97
7358,0,0.847,0.682,0.175,0.101,-8.688,112.661,Dancing On My Own,19
7359,0,0.000671,0.518,0.75,0.442,-6.493,140.059,Son of a Bitch,63
7360,19,0.03,0.364,0.889,0.56,-3.572,193.334,Real Life Baby (Scene Writers vs. Cookin' on 3 Burners),74
7361,70,0.693,0.4,0.564,0.0863,-7.444,99.269,Say You Won't Let Go,60
7362,0,0.0498,0.682,0.862,0.187,-4.72,120.054,What We Live For,12
7363,56,0.0297,0.563,0.882,0.146,-4.152,123.945,Float,57
7364,29,0.000122,0.483,0.953,0.462,-5.051,170.023,The Reflecting God,63
7365,0,0.268,0.475,0.792,0.102,-3.226,75.769,Angels on the Moon,32
7366,59,0.00213,0.6,0.877,0.413,-4.351,133.998,Sorry For Party Rocking,0
7367,66,0.0109,0.611,0.701,0.0994,-5.235,142.027,Girls Like Girls,43
7368,0,0.546,0.613,0.41,0.109,-10.747,123.843,Follow The Sun,19
7369,0,0.74,0.637,0.137,0.0655,-15.131,78.017,3WW,11
7370,30,0.00197,0.642,0.686,0.0995,-7.649,76.002,Feels Like We Only Go Backwards - Recorded at Spotify Studios Stockholm,3
7371,28,0.0153,0.472,0.73,0.0629,-4.168,104.081,Purify,28
7372,27,0.0078,0.584,0.858,0.166,-4.026,129.998,Howl,83
7373,0,0.0322,0.291,0.688,0.221,-6.662,151.976,Empty House,8
7374,55,0.181,0.777,0.8,0.201,-5.803,96.674,The Tide Is High - Remastered,20
7375,73,0.447,0.732,0.458,0.136,-7.225,98.938,Body Like A Back Road,33
7376,15,0.148,0.836,0.74,0.0349,-6.761,122.002,Something Different - B-Sights Remix,27
7377,15,0.103,0.115,0.432,0.287,-25.586,94.727,Heavy Rain and Rolling Thunder for Deep Relaxation,41
7378,54,0.00247,0.526,0.923,0.0866,-4.089,121.597,Last of the American Girls,57
7379,0,0.0538,0.934,0.628,0.103,-5.084,137.015,Sauce All On Me,4
7380,0,0.669,0.597,0.313,0.0734,-10.791,94.987,In The Air Tonight,79
7381,65,0.0396,0.715,0.723,0.084,-5.993,114.985,Fairly Local,76
7382,53,0.691,0.576,0.413,0.098,-7.935,139.956,God of All My Days,55
7383,66,0.547,0.374,0.711,0.147,-3.587,160.001,Watching Airplanes,56
7384,2,0.178,0.617,0.435,0.0822,-13.547,84.382,Free Fallin',10
7385,71,0.000785,0.56,0.825,0.0892,-6.711,142.669,Call Me,43
7386,43,0.484,0.296,0.199,0.116,-19.913,80.341,Agent of Chaos,29
7387,60,0.152,0.502,0.855,0.106,-3.27,86.968,Give In to Me,96
7388,0,0.0213,0.681,0.767,0.117,-5.572,132.004,Change Your Life,83
7389,28,0.0483,0.826,0.611,0.0917,-7.813,140.004,Ukjent,18
7390,54,0.00461,0.764,0.66,0.0915,-6.136,119.988,How You Get The Girl,76
7391,0,0.875,0.694,0.523,0.352,-6.407,97.985,Stepping Stone,21
7392,18,0.0148,0.541,0.695,0.137,-7.75,115.122,My Thoughts on You,3
7393,0,0.423,0.562,0.844,0.08,-4.292,117.921,Blue Jeans - Album Version - Remastered,48
7394,41,0.0324,0.395,0.681,0.0878,-7.712,95.943,Asi Soy - Mexico Version,28
7395,72,0.00131,0.965,0.857,0.0726,-8.458,127.656,It's Tricky,70
7396,60,0.0461,0.743,0.706,0.204,-5.728,77.989,Show Me,20
7397,0,0.008,0.482,0.922,0.333,-3.192,142.959,Sippin’ On Fire,2
7398,74,0.0135,0.898,0.271,0.0461,-12.238,111.485,Kiss,39
7399,0,0.202,0.521,0.807,0.11,-7.095,153.061,Min Beibi Dro Avsted,71
7400,59,0.31,0.42,0.691,0.109,-8.56,115.326,Butterflies and Hurricanes,56
7401,28,0.0123,0.679,0.564,0.111,-8.097,127.984,Professional Lovers,18
7402,41,0.606,0.53,0.313,0.128,-11.046,62.197,Hello,97
7403,0,0.00781,0.266,0.946,0.26,-2.855,168.461,Salute Your Solution,14
7404,0,0.742,0.742,0.727,0.346,-6.829,134.996,Ride in the Country,48
7405,41,0.000646,0.476,0.969,0.148,-2.696,149.931,Girl Crush,57
7406,75,0.0611,0.926,0.666,0.123,-5.314,127.079,Bad and Boujee (feat. Lil Uzi Vert),58
7407,24,0.211,0.436,0.867,0.322,-4.62,184.011,Hurricane Drunk,47
7408,61,0.005,0.56,0.953,0.226,-2.372,111.911,Look Around,0
7409,2,0.546,0.255,0.43,0.188,-12.564,164.267,"Take Me Home, Country Roads - Rerecorded",75
7410,66,0.0873,0.69,0.781,0.164,-5.101,130.02,Crash and Burn,76
7411,61,0.00604,0.454,0.79,0.225,-4.361,100.225,Counting Blue Cars (Tell Me Your Thoughts On God),65
7412,74,0.0291,0.589,0.651,0.111,-5.097,90.011,Faded,96
7413,67,0.197,0.633,0.592,0.099,-7.245,90.066,First Time,96
7414,72,0.432,0.705,0.743,0.103,-6.631,118.552,Night Moves,54
7415,35,0.0434,0.574,0.893,0.628,-6.292,165.906,Un Rock and Roll Sonó,69
7416,0,0.527,0.613,0.662,0.0778,-7.797,104.023,Give Me Back My Hometown,93
7417,0,0.133,0.694,0.712,0.211,-3.923,98.022,Lush Life,27
7418,42,0.563,0.487,0.408,0.3,-9.266,132.347,Ten Million Slaves,21
7419,44,0.00181,0.575,0.796,0.14,-5.792,99.979,Fade Away,3
7420,41,0.829,0.733,0.439,0.139,-8.109,104.882,Married in a Gold Rush (feat. Danielle Haim),33
7421,0,0.0241,0.469,0.537,0.269,-10.421,124.193,Money - 2011 Remastered Version,35
7422,0,0.229,0.533,0.451,0.119,-11.848,94.887,Useless (The Kruder + Dorfmeister Session),10
7423,0,0.0113,0.544,0.914,0.485,-4.337,145.09,Zombie,63
7424,0,0.295,0.77,0.796,0.0989,-9.0,125.967,Summer In Love,48
7425,0,0.0159,0.656,0.853,0.133,-4.752,116.047,Tête-À-Tête,27
7426,71,0.0662,0.638,0.906,0.142,-4.824,107.991,Just A Girl,65
7427,0,0.0577,0.752,0.933,0.106,-3.529,135.023,It Can Wait (ft Owl Eyes),27
7428,63,0.00171,0.449,0.776,0.0698,-5.594,148.11,Wasting My Time,47
7429,0,0.0564,0.604,0.825,0.192,-5.373,144.085,1901,83
7430,0,0.044,0.666,0.78,0.128,-5.177,90.004,Keep Your Head Up,27
7431,71,0.156,0.652,0.795,0.123,-5.192,135.018,No Problem (feat. Lil Wayne & 2 Chainz),76
7432,68,0.105,0.622,0.932,0.328,-4.66,108.051,Rain Is A Good Thing,0
7433,30,0.0314,0.585,0.749,0.111,-5.671,128.069,DJ Ease My Mind,83
7434,0,0.815,0.345,0.538,0.142,-8.524,141.487,Once Upon A Time In Africa,23
7435,83,0.0921,0.721,0.802,0.694,-5.797,124.022,Time of Our Lives,7
7436,0,0.131,0.791,0.844,0.0347,-2.435,109.606,Serious,27
7437,69,0.272,0.508,0.72,0.0563,-5.908,79.983,Halo,36
7438,67,0.59,0.691,0.805,0.0975,-6.81,142.503,"Latinoamérica (feat. Totó la Momposina, Susana Baca & Maria Rita)",89
7439,62,0.414,0.81,0.591,0.072,-13.385,136.028,Paradise Circus,51
7440,66,0.616,0.756,0.28,0.414,-14.27,109.413,"Jesus, Etc.",51
7441,0,0.402,0.56,0.643,0.0652,-8.283,113.033,Big Picture,66
7442,53,0.0827,0.698,0.757,0.195,-5.821,95.03,Little Do You Know,65
7443,0,0.0325,0.568,0.744,0.211,-5.25,157.988,Today Was A Fairytale,78
7444,0,0.215,0.719,0.495,0.121,-13.481,132.938,All Night Long,12
7445,0,0.727,0.422,0.239,0.114,-9.306,170.281,The Dreamer,90
7446,1,0.0149,0.637,0.733,0.162,-4.413,131.004,Everyday,83
7447,62,0.115,0.721,0.735,0.0499,-11.849,127.575,Down On The Farm,58
7448,71,0.0242,0.589,0.658,0.118,-5.288,77.521,All Eyes on You (feat. Chris Brown & Nicki Minaj),96
7449,0,0.00502,0.601,0.834,0.121,-3.78,167.879,Thunder,14
7450,0,0.0171,0.65,0.943,0.15,-4.751,126.008,Thank You,83
7451,1,0.17,0.757,0.748,0.0759,-5.794,90.052,River (feat. Ed Sheeran),27
7452,41,0.0653,0.426,0.341,0.136,-11.883,71.653,Bohemian Rhapsody - Remastered,88
7453,63,0.0187,0.637,0.856,0.0157,-4.34,113.32,Ants Marching,65
7454,84,0.000176,0.655,0.819,0.104,-4.852,117.956,Safe And Sound,76
7455,0,0.334,0.415,0.514,0.0981,-8.421,119.269,Coraline,66
7456,69,0.0286,0.202,0.886,0.643,-3.805,145.781,The Ghost of You,69
7457,50,0.134,0.636,0.466,0.156,-15.534,136.206,Halloween Theme - Main Title,39
7458,46,0.00156,0.501,0.931,0.186,-3.839,128.055,We Got the World,57
7459,72,0.0253,0.663,0.694,0.0698,-8.627,167.953,Clint Eastwood,43
7460,0,0.838,0.45,0.346,0.0845,-9.255,176.333,All Your Love,90
7461,16,0.0247,0.764,0.671,0.0501,-7.571,123.01,Outlines,4
7462,0,0.819,0.303,0.657,0.724,-29.612,106.398,Wonderful Dawn Birdsong In Australia,15
7463,1,0.0029,0.319,0.789,0.328,-12.73,146.752,Abigail,2
7464,0,0.0562,0.71,0.696,0.28,-5.487,100.005,While I'm Alive,1
7465,0,0.224,0.349,0.399,0.356,-10.528,143.044,Playground Love,80
7466,0,0.426,0.345,0.183,0.189,-17.136,167.175,Everything Reminds Me Of Her,75
7467,29,0.123,0.471,0.391,0.128,-12.678,139.989,Islands,81
7468,19,0.975,0.538,0.0964,0.0617,-19.156,130.986,La Solitude,72
7469,30,0.227,0.517,0.902,0.0653,-4.393,149.599,Big Shot,89
7470,67,0.327,0.443,0.538,0.0866,-5.477,157.97,On My Way to You,56
7471,0,0.888,0.325,0.0176,0.116,-23.988,79.321,Softly and Tenderly,52
7472,0,0.00583,0.525,0.773,0.229,-5.623,119.947,Breathe,2
7473,75,0.173,0.706,0.751,0.168,-6.323,91.031,Replay,96
7474,0,5.68e-05,0.233,0.99,0.0933,-3.546,121.084,Things I Can't Change,14
7475,48,0.0789,0.634,0.749,0.0698,-7.895,100.002,It Comes Back To You,3
7476,65,0.000281,0.468,0.851,0.0644,-3.617,92.079,Send the Pain Below,65
7477,76,0.375,0.655,0.782,0.317,-4.789,79.427,Dear Future Husband,20
7478,67,0.0692,0.74,0.682,0.381,-10.42,113.201,Giorgio by Moroder,20
7479,24,0.000658,0.687,0.677,0.0564,-4.172,75.052,Coming Undone,3
7480,0,0.992,0.405,0.0572,0.115,-25.548,145.833,Ambre,61
7481,81,0.0689,0.556,0.538,0.196,-5.408,143.95,I Fall Apart,43
7482,27,0.0381,0.501,0.579,0.139,-8.522,122.146,"I Hate U, I Love U",3
7483,0,0.805,0.55,0.991,0.197,-3.704,172.389,Miss Alissa,71
7484,0,0.000937,0.305,0.974,0.153,-5.079,134.32,Aces High - 1998 Remastered Version,14
7485,0,0.01,0.329,0.758,0.204,-6.786,153.985,Forsvinne,8
7486,0,0.961,0.358,0.224,0.116,-13.263,107.852,Colorblind,59
7487,53,0.00577,0.548,0.452,0.192,-11.612,120.127,In-A-Gadda-Da-Vida - 2006 Remaster Full-Length,73
7488,73,0.522,0.609,0.435,0.118,-7.861,131.995,Alexander Hamilton,85
7489,62,0.167,0.719,0.935,0.0973,-3.752,120.022,Love Runs Out,76
7490,54,0.00301,0.471,0.924,0.313,-3.906,154.961,Everybody Talks,5
7491,73,0.694,0.483,0.303,0.115,-10.058,133.406,I Won't Give Up,55
7492,17,0.0107,0.771,0.889,0.0925,-3.556,88.518,Nights Like This,13
7493,62,0.344,0.527,0.902,0.0669,-5.352,181.964,Beachin',89
7494,30,0.244,0.562,0.767,0.687,-5.069,166.123,Big,69
7495,0,0.525,0.485,0.806,0.0925,-5.476,168.077,Redneck Yacht Club,71
7496,42,0.0276,0.65,0.745,0.206,-3.969,114.974,God Only Knows,18
7497,63,0.506,0.736,0.449,0.117,-7.956,147.971,This Town (feat. Sasha Alex Sloan),62
7498,44,6.53e-05,0.356,0.988,0.378,-3.77,179.977,Christian's Inferno,74
7499,69,0.265,0.798,0.733,0.114,-4.811,146.046,92 Explorer,43
7500,0,0.861,0.446,0.403,0.106,-7.147,113.859,Serpents - Demo,23
7501,0,0.053,0.741,0.589,0.0995,-7.351,110.062,En Liten Fågel,27
7502,0,0.0527,0.595,0.825,0.0883,-4.773,119.668,Our Youth,83
7503,84,0.0293,0.726,0.769,0.104,-5.043,97.985,Unforgettable,96
7504,60,0.141,0.624,0.915,0.386,-2.627,108.046,Sideways,0
7505,42,0.139,0.774,0.75,0.11,-4.716,105.036,Catalonia,16
7506,0,0.924,0.148,0.184,0.0849,-13.91,82.095,O Helga Natt,45
7507,0,0.543,0.583,0.396,0.172,-9.91,96.468,Handle With Care,11
7508,72,0.098,0.766,0.519,0.0855,-7.355,129.972,Car Radio,58
7509,80,0.0664,0.741,0.697,0.133,-7.028,116.109,Have You Ever Seen The Rain,58
7510,0,0.229,0.293,0.276,0.167,-11.353,121.603,Exit Music (For a Film),8
7511,56,0.775,0.54,0.294,0.708,-12.181,119.134,How to Save a Life - Live in NYC - 2009,50
7512,0,0.000493,0.455,0.849,0.466,-5.461,90.955,Side,87
7513,0,5.64e-05,0.458,0.829,0.21,-6.253,155.759,Higher,78
7514,61,0.273,0.488,0.833,0.192,-3.876,94.841,A Thousand Miles,65
7515,64,0.00152,0.648,0.622,0.109,-6.063,88.684,Unpretty,96
7516,49,0.0241,0.586,0.92,0.173,-3.749,100.023,Ring on Every Finger,65
7517,0,0.432,0.628,0.478,0.124,-6.526,109.926,Un-Break My Heart,19
7518,0,0.557,0.835,0.182,0.113,-15.876,119.98,Sunset,68
7519,29,1.4e-05,0.433,0.943,0.138,-4.467,131.643,Special,57
7520,0,0.803,0.601,0.411,0.403,-9.115,123.637,Work Song,21
7521,0,0.0174,0.748,0.696,0.267,-5.975,127.002,Evacuate the Dancefloor - Radio Edit,44
7522,0,0.196,0.562,0.539,0.115,-11.196,86.967,Gold Day,32
7523,0,0.224,0.524,0.709,0.0849,-5.874,108.68,Campus,13
7524,71,1.88e-05,0.501,0.905,0.383,-5.721,123.277,Got the Life,0
7525,42,0.586,0.745,0.283,0.114,-13.446,76.01,Beneath the Mask,51
7526,41,0.117,0.52,0.734,0.089,-10.375,135.17,Reeling In The Years,17
7527,80,0.0503,0.518,0.572,0.129,-6.706,130.053,Into It,28
7528,73,0.125,0.734,0.586,0.0367,-11.866,109.933,Never Too Much,39
7529,78,0.0534,0.589,0.731,0.308,-6.343,87.908,Him & I (with Halsey),22
7530,45,0.255,0.51,0.883,0.0633,-5.026,190.162,This Is The Life,89
7531,0,0.202,0.622,0.768,0.0964,-6.175,110.546,I Got You Babe,27
7532,0,0.00102,0.612,0.835,0.13,-7.582,124.991,Could've Gone Mad,83
7533,74,0.952,0.379,0.29,0.118,-8.485,166.467,Skinny Love,67
7534,66,0.415,0.611,0.553,0.497,-6.681,84.996,Remember Me (Dúo),7
7535,65,0.0287,0.594,0.645,0.0668,-7.45,103.974,NEVER,96
7536,53,0.129,0.422,0.824,0.304,-3.447,95.331,"This Is Me - Alan Walker Relift; from ""The Greatest Showman""",92
7537,0,0.164,0.834,0.534,0.0921,-11.506,142.003,Rescue Me,4
7538,64,0.017,0.646,0.724,0.153,-6.96,115.984,Sangria,96
7539,52,0.652,0.245,0.471,0.126,-7.952,165.996,Princess of China - Acoustic,67
7540,40,0.00136,0.606,0.815,0.378,-4.773,133.995,Hungry Like The Wolf / Rio (Glee Cast Version),0
7541,31,0.0138,0.539,0.93,0.0673,-6.035,127.454,What I Didn't Know,57
7542,0,0.00043,0.439,0.86,0.0783,-4.824,159.821,Undercover Martyn,14
7543,33,0.000624,0.718,0.776,0.207,-5.208,120.015,She Doesn't Mind,18
7544,51,0.00986,0.603,0.865,0.109,-3.02,122.984,Red Hot Lights,76
7545,0,0.064,0.771,0.785,0.085,-3.915,111.065,Bonfire,27
7546,0,0.0367,0.66,0.598,0.165,-8.691,109.957,Free (feat. Emeli Sandé),13
7547,29,3.47e-05,0.318,0.955,0.0886,-2.411,166.808,Confessional,47
7548,43,0.508,0.759,0.621,0.265,-5.233,120.053,Gimme,9
7549,0,0.00999,0.594,0.722,0.372,-7.362,88.963,Terrible Thought,1
7550,0,0.393,0.455,0.476,0.384,-13.802,119.983,Arcade Dreams,80
7551,51,0.0582,0.564,0.784,0.114,-5.347,147.82,I'm In Here,43
7552,76,0.0558,0.716,0.821,0.0844,-3.435,92.997,One More Night,65
7553,65,0.00385,0.523,0.954,0.243,-3.051,141.982,Round Here,0
7554,69,0.0125,0.686,0.789,0.142,-4.713,172.976,Candyman,43
7555,19,0.108,0.807,0.464,0.0997,-6.965,90.453,Miss Q'N,16
7556,45,0.00241,0.672,0.872,0.16,-4.324,88.047,Big Yellow Taxi,70
7557,0,0.174,0.757,0.565,0.105,-5.895,119.959,Runaways,4
7558,36,0.145,0.344,0.608,0.183,-9.39,147.197,Supper's Ready - New Stereo Mix,81
7559,51,0.43,0.566,0.705,0.109,-7.569,168.152,Truly Madly Deeply,24
7560,74,0.0312,0.822,0.502,0.114,-7.38,73.003,It's A Vibe,20
7561,59,0.000611,0.384,0.916,0.14,-6.468,158.042,Whiplash - Remastered,47
7562,43,0.602,0.594,0.227,0.113,-10.028,129.898,Lovin' Arms,51
7563,60,0.267,0.661,0.517,0.431,-8.004,104.563,Ring of Fire,50
7564,82,0.00987,0.601,0.794,0.388,-5.844,114.066,Nothing Breaks Like a Heart (feat. Miley Cyrus),0
7565,46,0.00393,0.156,0.737,0.122,-5.273,134.091,Quintessence,64
7566,49,0.61,0.597,0.515,0.195,-9.986,100.219,Closure,85
7567,60,0.265,0.488,0.637,0.106,-7.63,88.865,The Long Way,36
7568,0,0.199,0.726,0.493,0.0986,-5.988,102.018,Don't Stay,4
7569,0,0.361,0.751,0.55,0.162,-8.588,119.665,Somewhere in Paradise (feat. Jeremih & R. Kelly),4
7570,77,0.00334,0.853,0.599,0.0759,-4.756,119.993,Blurred Lines,58
7571,0,3.07e-06,0.647,0.46,0.0548,-13.244,240.107,Metronome 120 BPM,84
7572,60,0.94,0.415,0.132,0.113,-18.839,169.006,Into Dust,72
7573,66,0.434,0.545,0.472,0.0684,-7.552,134.027,Who Am I,62
7574,0,0.101,0.534,0.476,0.0488,-7.773,150.05,For Baltimore (Acoustic),12
7575,46,0.229,0.698,0.679,0.0938,-4.086,122.042,Who We Are,18
7576,62,0.341,0.56,0.736,0.155,-7.306,79.843,Some Of It,36
7577,0,0.109,0.743,0.474,0.102,-9.76,123.058,jeg er lei meg,12
7578,76,0.00456,0.867,0.517,0.0864,-13.222,133.148,U Can't Touch This,39
7579,0,0.245,0.319,0.426,0.108,-8.929,114.553,Young And Beautiful,66
7580,74,0.0366,0.422,0.752,0.129,-8.682,120.471,Simple Man,28
7581,0,0.00836,0.289,0.87,0.366,-11.188,103.757,The Family Ghost,2
7582,44,0.91,0.225,0.273,0.14,-8.993,81.546,Undercover,45
7583,0,0.00215,0.746,0.722,0.456,-5.715,121.963,Reality - Rough Traders Radio Edit,44
7584,72,0.097,0.662,0.586,0.115,-8.821,90.0,All We Know,96
7585,67,0.0195,0.629,0.696,0.0554,-5.572,93.034,Gold Digger,96
7586,0,0.000275,0.282,0.971,0.209,-3.986,96.105,Deliverance,13
7587,34,0.135,0.888,0.537,0.0747,-7.297,77.506,6 Figures,16
7588,0,0.872,0.328,0.38,0.108,-8.921,111.786,Marlene,23
7589,56,0.000337,0.327,0.918,0.0679,-5.067,161.088,Unnatural Selection,47
7590,0,0.772,0.566,0.389,0.165,-11.345,102.983,The Imperial March (Darth Vader's Theme),79
7591,66,0.405,0.425,0.903,0.117,-4.801,108.748,Touch Me,56
7592,0,0.037,0.662,0.772,0.335,-5.131,103.268,Ready To Love You,1
7593,0,0.796,0.132,0.992,0.649,-23.149,85.089,The Amazing Sound Of The Ocean - Waves Hitting The Beach In Normandy (France),15
7594,63,0.208,0.659,0.802,0.123,-4.79,177.936,Despacito (Featuring Daddy Yankee),43
7595,30,0.00408,0.767,0.807,0.117,-3.066,106.008,If I Never See Your Face Again,70
7596,60,0.28,0.734,0.663,0.12,-7.292,101.943,Anti-Everything,16
7597,69,0.0102,0.705,0.738,0.308,-5.402,133.027,Lay All Your Love On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack,9
7598,31,0.883,0.7,0.278,0.191,-12.723,144.888,Pennsylvania 6-5000,51
7599,49,0.184,0.541,0.586,0.128,-10.596,138.014,Miracle,81
7600,51,0.0403,0.836,0.544,0.0824,-5.975,97.028,IDGAF,16
7601,58,0.000181,0.546,0.744,0.114,-6.892,127.977,Verge,57
7602,37,0.0915,0.796,0.92,0.672,-1.773,151.99,Wedgie (feat. Trinity Taylor),7
7603,28,0.554,0.775,0.271,0.112,-9.131,104.001,Singularity,19
7604,0,0.216,0.329,0.574,0.497,-15.355,130.42,Zombie Walkers for Halloween,80
7605,77,0.00662,0.538,0.981,0.219,-2.688,101.414,B.Y.O.B.,65
7606,66,0.486,0.715,0.678,0.15,-11.842,94.769,ABC,39
7607,32,0.0384,0.81,0.411,0.0767,-8.186,103.972,Jack & Diane,16
7608,62,0.00137,0.593,0.914,0.0714,-5.351,128.015,Animals - Radio Edit,76
7609,0,0.214,0.436,0.584,0.101,-8.523,164.141,Suit And Jacket,8
7610,71,0.015,0.694,0.577,0.0853,-14.63,114.478,Heart Of Glass - Special Mix,39
7611,0,0.00147,0.216,0.882,0.308,-5.176,189.286,From The Ritz To The Rubble,78
7612,0,0.934,0.44,0.433,0.273,-17.453,79.952,Episode I - Duel of The Fates,34
